Company Name,Location,Datum,Status Rocket,Cost,Status Mission,Country,Year,Rocket,Satellite
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Thu Feb 11, 1965 15:19 UTC",StatusRetired,63.23 ,Success,USA,1965,Titan IIIA,LES 1
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Jan 30, 1965 09:36 UTC",StatusRetired,,Success,Russia,1965,Cosmos-2I (63S1),Cosmos 53
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Sat Jan 23, 1965 20:09 UTC",StatusRetired,,Success,USA,1965,Atlas-SLV3 Agena-D,KH-7 Gambit 4015
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jan 21, 1965 20:09 UTC",StatusRetired,,Failure,USA,1965,Atlas-D OV1,OV1-1
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Tue Jan 19, 1965 14:04 UTC",StatusRetired,,Success,USA,1965,Titan II GLV,Gemini 2
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jan 11, 1965 09:29 UTC",StatusRetired,,Success,Kazakhstan,1965,Vostok-2,Cosmos 52
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Dec 11, 1964 14:25 UTC",StatusRetired,,Partial Failure,USA,1964,Atlas-LV3C Centaur-C,Surveyor-Model 1
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Thu Dec 10, 1964 16:52 UTC",StatusRetired,63.23 ,Success,USA,1964,Titan IIIA,Transtage 2
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Dec 09, 1964 23:02 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 51
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Dec 04, 1964 18:57 UTC",StatusRetired,,Success,USA,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4014
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Tue Dec 01, 1964",StatusRetired,,Failure,Russia,1964,Cosmos-2I (63S1),DS-2 #2
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 30, 1964 13:12 UTC",StatusRetired,,Success,Kazakhstan,1964,Molniya,Zond 2
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Nov 28, 1964 14:22 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,Mariner 4
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Thu Nov 05, 1964 19:22 UTC",StatusRetired,,Failure,USA,1964,Atlas-LV3 Agena-D,Mariner 3
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 28, 1964 10:40 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 50
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Oct 24, 1964 05:16 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 49
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Oct 23, 1964",StatusRetired,,Failure,Kazakhstan,1964,Cosmos-1 (65S3),"Strela-1 #4, 5, 6"
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 23, 1964 18:30 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4013
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 14, 1964 10:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 48
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 12, 1964 07:30 UTC",StatusRetired,,Success,Kazakhstan,1964,Voskhod,Voskhod 1
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu Oct 08, 1964",StatusRetired,,Failure,USA,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4012
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Oct 06, 1964 07:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Voskhod,Cosmos 47
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 24, 1964 12:04 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 46
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Sep 23, 1964 13:10 UTC",StatusRetired,,Success,USA,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4011
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Sep 18, 1964 16:22 UTC",StatusRetired,,Success,USA,1964,Saturn I,A-102
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Sep 13, 1964 09:45 UTC",StatusRetired,,Success,Kazakhstan,1964,Voskhod,Cosmos 45
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Sep 05, 1964 01:23 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-B,OGO 1
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Tue Sep 01, 1964 15:00 UTC",StatusRetired,63.23 ,Failure,USA,1964,Titan IIIA,Transtage 1
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 28, 1964 16:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2M,Cosmos 44
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Aug 22, 1964 11:02 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 42 & 43
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 22, 1964 07:21 UTC",StatusRetired,,Success,Kazakhstan,1964,Molniya,Cosmos 41
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Aug 18, 1964 09:15 UTC",StatusRetired,,Success,Kazakhstan,1964,Cosmos-1 (65S3),"Cosmos 38, 39 & 40"
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Aug 14, 1964 22:00 UTC",StatusRetired,,Success,USA,1964,Atlas-SLV3 Agena-D,KH-7 Gambit 4010
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 14, 1964 09:30 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 37
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Jul 30, 1964 03:36 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 36
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Tue Jul 28, 1964 16:50 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-B,Ranger 7
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Jul 17, 1964 02:37 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,Vela 2A/2B
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 15, 1964 11:27 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 35
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 10, 1964",StatusRetired,,Success,Kazakhstan,1964,Vostok,Elektron 3 & 4
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Mon Jul 06, 1964 18:51 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4009
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 01, 1964 11:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Voskhod,Cosmos 34
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Jun 30, 1964 14:04 UTC",StatusRetired,,Failure,USA,1964,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle)
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 23, 1964 10:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 33
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 10, 1964 11:00 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 32
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Jun 06, 1964 06:00 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 31
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jun 04, 1964 04:00 UTC",StatusRetired,,Failure,Kazakhstan,1964,Molniya,Molniya-1 n†­1
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Thu May 28, 1964 17:07 UTC",StatusRetired,,Success,USA,1964,Saturn I,A-101
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Tue May 19, 1964 19:21 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4008
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon May 18, 1964 09:42 UTC",StatusRetired,,Success,Kazakhstan,1964,Voskhod,Cosmos 30
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 25, 1964 10:21 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 29
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Thu Apr 23, 1964 16:19 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4007
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 20, 1964 08:08 UTC",StatusRetired,,Failure,Kazakhstan,1964,Molniya,E-6 n†­5 (Luna 5)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 12, 1964 09:31 UTC",StatusRetired,,Success,Kazakhstan,1964,Poliot,Poliot-2
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Wed Apr 08, 1964 16:01 UTC",StatusRetired,,Success,USA,1964,Titan II GLV,Gemini 1
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 04, 1964 09:45 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok-2,Cosmos 28
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Apr 02, 1964 02:42 UTC",StatusRetired,,Success,Kazakhstan,1964,Molniya,Zond 1
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 27, 1964 03:24 UTC",StatusRetired,,Partial Failure,Kazakhstan,1964,Molniya,Cosmos 27
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Mar 21, 1964 08:15 UTC",StatusRetired,,Failure,Kazakhstan,1964,Molniya,E-6 n†­6
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Wed Mar 18, 1964 15:07 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 26
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Wed Mar 11, 1964 20:14 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4006
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Feb 27, 1964 13:26 UTC",StatusRetired,,Success,Russia,1964,Cosmos-2I (63S1),Cosmos 25
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Tue Feb 25, 1964 18:59 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-D,KH-7 Gambit 4005
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 19, 1964 05:47 UTC",StatusRetired,,Failure,Kazakhstan,1964,Molniya,3MV-1 n†­2 (Zond 1)
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Jan 30, 1964 15:49 UTC",StatusRetired,,Success,USA,1964,Atlas-LV3 Agena-B,Ranger 6
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 30, 1964 09:45 UTC",StatusRetired,,Success,Kazakhstan,1964,Vostok,Elektron 1 & 2
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Wed Jan 29, 1964 16:25 UTC",StatusRetired,,Success,USA,1964,Saturn I,SA-5
NASA,"SLC-5, Vandenberg AFB, California, USA","Thu Dec 19, 1963 18:49 UTC",StatusRetired,,Success,USA,1963,Scout X-4,Explorer 19 (AD-A)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 19, 1963 09:28 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 24
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 18, 1963 21:45 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4004
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Dec 13, 1963 14:15 UTC",StatusRetired,,Success,Russia,1963,Cosmos-2I (63S1),Cosmos 23
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 28, 1963 09:19 UTC",StatusRetired,,Failure,Kazakhstan,1963,Vostok-2,Zenit-2 n†­14
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Nov 27, 1963 19:03 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Nov 16, 1963 10:34 UTC",StatusRetired,,Success,Kazakhstan,1963,Voskhod,Cosmos 22
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 11, 1963 06:23 UTC",StatusRetired,,Success,Kazakhstan,1963,Molniya,Cosmos 21
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 01, 1963 08:56 UTC",StatusRetired,,Success,Kazakhstan,1963,Poliot,Poliot-1
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 25, 1963 18:59 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4003
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Oct 24, 1963 04:30 UTC",StatusRetired,,Failure,Russia,1963,Cosmos-2I (63S1),DS-A1 #4
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 18, 1963 09:29 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 20
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Thu Oct 17, 1963 02:37 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-D,Vela 1A/1B
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Sep 27, 1963 11:17 UTC",StatusRetired,,Failure,USA,1963,Scout X-2B,DSAP-1 F5 (Program 35)
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Sep 06, 1963 19:30 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4002
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Aug 22, 1963 06:00 UTC",StatusRetired,,Failure,Russia,1963,Cosmos-2I (63S1),DS-A1 #3
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Tue Aug 06, 1963 06:00 UTC",StatusRetired,,Success,Russia,1963,Cosmos-2I (63S1),Cosmos 19
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Jul 19, 1963 03:51 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-B,Midas 9
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Jul 12, 1963 20:46 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-D,KH-7 Gambit 4001
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 10, 1963 10:03 UTC",StatusRetired,,Failure,Kazakhstan,1963,Vostok-2,Zenit-2 n†­12
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Jun 28, 1963 21:19 UTC",StatusRetired,,Success,USA,1963,Scout X-4,CRL-1 (GRS)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jun 16, 1963 09:29 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok,Vostok 6
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Sun Jun 16, 1963 01:49 UTC",StatusRetired,,Success,USA,1963,Scout X-3,Transit-5A 3
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 14, 1963 11:58 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok,Vostok 5
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Jun 12, 1963",StatusRetired,,Failure,USA,1963,Atlas-LV3 Agena-B,Midas 8
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Jun 01, 1963",StatusRetired,,Failure,Russia,1963,Cosmos-2I (63S1),DS-MT #1
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri May 24, 1963 10:34 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 18
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Wed May 22, 1963 03:00 UTC",StatusRetired,,Success,Russia,1963,Cosmos-2I (63S1),Cosmos 17
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed May 15, 1963 13:04 UTC",StatusRetired,,Success,USA,1963,Atlas-D Mercury,Faith 7 (MA-9)
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Thu May 09, 1963 20:06 UTC",StatusRetired,,Success,USA,1963,Atlas-LV3 Agena-B,Midas 7
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 28, 1963 08:49 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 16
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 26, 1963",StatusRetired,,Failure,USA,1963,Scout X-2M,DSAP-1 F4 (Program 35)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 22, 1963 08:30 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 15
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Apr 13, 1963 11:00 UTC",StatusRetired,,Success,Russia,1963,Cosmos-2I (63S1),Cosmos 14
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Apr 06, 1963 03:01 UTC",StatusRetired,,Failure,Russia,1963,Cosmos-2I (63S1),DS-P1 #2
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 05, 1963 03:01 UTC",StatusRetired,,Failure,USA,1963,Scout X-3,Transit-5A 2
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Apr 02, 1963 08:04 UTC",StatusRetired,,Success,Kazakhstan,1963,Molniya,Luna 4
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 21, 1963 08:30 UTC",StatusRetired,,Success,Kazakhstan,1963,Vostok-2,Cosmos 13
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Tue Feb 19, 1963 16:33 UTC",StatusRetired,,Success,USA,1963,Scout X-3M,DSAP-1 F3 (Program 35)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Feb 03, 1963 09:29 UTC",StatusRetired,,Failure,Kazakhstan,1963,Molniya,E-6 n†­2 (Luna 4)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 04, 1963 08:49 UTC",StatusRetired,,Failure,Kazakhstan,1963,Molniya,E-6 n†­1 (Luna 4)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Dec 22, 1962 09:24 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok-2,Cosmos 12
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Wed Dec 19, 1962 01:25 UTC",StatusRetired,,Success,USA,1962,Scout X-3,Transit-5A 1
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Dec 17, 1962 20:36 UTC",StatusRetired,,Failure,USA,1962,Atlas-LV3 Agena-B,Midas 6
NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Sun Dec 16, 1962 14:33 UTC",StatusRetired,,Success,USA,1962,Scout X-3,Explorer 16 (S-55B)
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Dec 14, 1962 21:26 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,FTV 1156
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Dec 13, 1962 23:30 UTC",StatusRetired,,Success,USA,1962,Delta B,Relay 1
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Thu Dec 13, 1962 04:07 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,Injun 3 & Others
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Tue Dec 04, 1962 21:30 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,FTV 1155
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Nov 24, 1962 22:01 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1135
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Nov 11, 1962 20:17 UTC",StatusRetired,,Success,USA,1962,Atlas-LV3 Agena-B,Samos 11
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Mon Nov 05, 1962 22:04 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1136
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Nov 04, 1962 15:35 UTC",StatusRetired,,Failure,Kazakhstan,1962,Molniya,2MV-3 n†­1 (Mars 2)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 01, 1962 16:14 UTC",StatusRetired,,Success,Kazakhstan,1962,Molniya,Mars 1
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Oct 31, 1962 08:08 UTC",StatusRetired,,Success,USA,1962,Thor-DM21 Ablestar,ANNA 1B
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Oct 27, 1962 23:15 UTC",StatusRetired,,Success,USA,1962,Delta A,Explorer 15
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Fri Oct 26, 1962 16:14 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,STARAD
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Oct 25, 1962 07:00 UTC",StatusRetired,,Failure,Russia,1962,Cosmos-2I (63S1),1MS #2
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 24, 1962 17:55 UTC",StatusRetired,,Failure,Kazakhstan,1962,Molniya,2MV-4 n†­1 (Mars 1)
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Oct 20, 1962 04:00 UTC",StatusRetired,,Success,Russia,1962,Cosmos-2I (63S1),Cosmos 11
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Oct 18, 1962 16:59 UTC",StatusRetired,,Success,USA,1962,Atlas-LV3 Agena-B,Ranger 5
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 17, 1962 09:00 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok-2,Cosmos 10
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Tue Oct 09, 1962 18:35 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1134
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Oct 03, 1962 09:13 UTC",StatusRetired,,Success,USA,1962,Atlas-D Mercury,Sigma 7 (MA-8)
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Oct 02, 1962 22:11 UTC",StatusRetired,,Success,USA,1962,Delta A,Explorer 14
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 29, 1962 23:34 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,FTV 1154
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Sat Sep 29, 1962 06:05 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,Alouette 1 & TAVE
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Sep 27, 1962 09:40 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok-2,Cosmos 9
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Sep 18, 1962 08:53 UTC",StatusRetired,,Success,USA,1962,Thor DM-19 Delta,TIROS-6
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Mon Sep 17, 1962 23:46 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1133 & ERS-2
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 12, 1962 00:59 UTC",StatusRetired,,Failure,Kazakhstan,1962,Molniya,2MV-2 n†­1 (Venera 2)
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Sep 01, 1962 20:39 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1132
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Sep 01, 1962 02:12 UTC",StatusRetired,,Failure,Kazakhstan,1962,Molniya,2MV-1 n†­2 (Venera 2)
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Wed Aug 29, 1962 01:00 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,FTV 1153
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Mon Aug 27, 1962 06:53 UTC",StatusRetired,,Success,USA,1962,Atlas-LV3 Agena-B,Mariner 2
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 25, 1962 02:56 UTC",StatusRetired,,Failure,Kazakhstan,1962,Molniya,2MV-1 n†­1 (Venera 2)
US Air Force,"SLC-5, Vandenberg AFB, California, USA","Thu Aug 23, 1962 11:44 UTC",StatusRetired,,Success,USA,1962,Scout X-2M,DSAP-1 F2 (Program 35)
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Aug 18, 1962 15:00 UTC",StatusRetired,,Success,Russia,1962,Cosmos-2I (63S1),Cosmos 8
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Aug 12, 1962 08:02 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok,Vostok 4
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 11, 1962 08:30 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok,Vostok 3
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Aug 05, 1962 17:59 UTC",StatusRetired,,Success,USA,1962,Atlas-LV3 Agena-B,Samos 10
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Thu Aug 02, 1962 00:17 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-D,FTV 1152
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Jul 28, 1962 09:18 UTC",StatusRetired,,Success,Kazakhstan,1962,Vostok-2,Cosmos 7
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jul 28, 1962 00:30 UTC",StatusRetired,,Success,USA,1962,Thor DM-21 Agena-B,FTV 1131
